Farm,Volume,Temp,CC,SCC,Month,TBC
1,2765,11.4,,127000,11,2
1,2712,9.7,,88000,11,2
1,2603,11.6,,175000,11,3
1,589,4.4,0,115000,8,4
1,1279,6,0,303000,3,5
1,2321,8.6,,218000,1,5
1,1542,5.2,,232000,8,7
1,1347,4.8,,130000,8,7
1,302,5.5,,82000,8,7
1,2318,12.1,,194000,1,9
1,2781,5.8,0,112000,11,
1,2223,10.2,0,238000,1,
1,1656,4.2,0,136000,8,
1,1406,17.2,0,,11,
1,1111,4.8,0,494000,3,
1,2301,11.4,70,215000,1,
1,2753,12,,106000,11,
1,2734,4.4,,102000,11,
1,2716,10.4,,120000,11,
1,2698,3.9,,108000,11,
1,2688,6,,166000,11,
1,2664,5.1,,103000,11,
1,2555,10,,201000,11,
1,2555,10.4,,151000,11,
1,2443,13,,158000,1,
1,2414,9.9,,202000,1,
1,2379,9.7,,217000,1,
1,2332,10.5,,158000,11,
1,2330,11.4,,226000,1,
1,2321,10.3,,228000,1,
1,2288,11.4,,202000,1,
1,2270,10.5,,168000,1,
1,2261,4.3,,,11,
1,2256,10.4,,192000,1,
1,2255,4.5,,181000,1,
1,2132,4.1,,263000,1,
1,2130,8.5,,241000,1,
1,1692,5.3,,240000,8,
1,1614,5.7,,204000,8,
1,1591,7.5,,327000,3,
1,1505,5.7,,192000,8,
1,1495,7,,349000,3,
1,1478,5,,394000,3,
1,1450,8,,464000,3,
1,1448,8.7,,432000,3,
1,1445,6.3,,335000,3,
1,1434,5.7,,145000,8,
1,1375,10.1,,467000,3,
1,1254,6.3,,319000,3,
1,1179,4.9,,317000,3,
1,1168,8.8,,261000,3,
1,1122,4.4,,376000,3,
1,1113,4.2,,382000,3,
1,1096,4.6,,129000,8,
1,1090,8.4,,338000,3,
1,1021,5.1,,122000,8,
1,657,4.2,,104000,8,
1,509,3.5,,166000,11,
1,410,6,,108000,8,
1,380,4.6,,,5,
1,366,5.2,,111000,8,
2,7004,4.9,,114000,11,7
2,5593,5.4,,201000,1,7
2,6692,4.4,,113000,11,8
2,5269,4.7,,228000,3,8
2,2832,4.6,,313000,7,8
2,5966,8,,226000,1,9
2,2502,5.3,,266000,5,9
2,1582,5.3,,378000,5,9
2,7260,4.8,,279000,1,10
2,4221,5.8,,,5,13
2,4822,6.2,,252000,3,22
2,7936,6.9,,439000,8,23
2,6505,5.3,,366000,7,23
2,1352,4.7,,458000,7,43
2,7091,5,,487000,8,46
2,2950,4.7,,410000,7,49
2,11227,4.7,0,674000,8,
2,8083,4.8,0,471000,8,
2,7078,4.9,0,396000,7,
2,6464,4.8,0,100000,11,
2,5780,8,0,244000,1,
2,5132,5.1,0,204000,3,
2,3790,4.7,0,301000,3,
2,2574,6,0,291000,5,
2,3058,6.3,70,528000,7,
2,12531,4.8,80,473000,8,
2,5393,5.2,80,190000,1,
2,9258,5.5,180,,8,
2,2680,5.5,270,603000,5,
2,7151,4.8,350,112000,11,
2,13742,5,,411000,8,
2,11814,5,,579000,8,
2,10130,8.9,,228000,3,
2,8593,5.1,,516000,8,
2,8195,4.9,,556000,8,
2,8193,6.1,,447000,8,
2,8057,9.1,,429000,8,
2,7892,4.7,,500000,8,
2,7808,5.2,,563000,8,
2,7744,5.4,,482000,8,
2,7719,6.5,,356000,8,
2,7617,5.1,,559000,8,
2,7379,4.9,,358000,8,
2,7369,4.8,,247000,8,
2,7256,5.3,,144000,11,
2,7229,6.5,,103000,11,
2,7219,4.6,,120000,11,
2,7215,5.2,,301000,9,
2,7209,4.4,,107000,11,
2,7187,4.7,,128000,11,
2,7175,6.6,,91000,11,
2,7133,5.1,,119000,11,
2,7132,5.1,,497000,8,
2,7117,6.3,,172000,11,
2,7066,4.8,,512000,8,
2,7053,9.3,,112000,11,
2,7022,5.3,,99000,11,
2,6967,7.9,,122000,11,
2,6940,7.4,,119000,11,
2,6933,4.8,,124000,11,
2,6927,5,,310000,8,
2,6868,4.9,,556000,8,
2,6853,5.1,,152000,11,
2,6852,5.3,,133000,11,
2,6851,5.3,,100000,11,
2,6828,5.1,,178000,1,
2,6797,6,,184000,1,
2,6796,9.4,,194000,1,
2,6788,5,,114000,11,
2,6782,6.2,,153000,11,
2,6765,4.7,,213000,1,
2,6754,4.1,,124000,11,
2,6708,7,,115000,11,
2,6700,4,,131000,11,
2,6693,9,,133000,11,
2,6640,4.6,,120000,11,
2,6631,4.6,,183000,1,
2,6554,5.9,,159000,1,
2,6394,7.5,,118000,11,
2,6371,8.6,,229000,1,
2,6183,6.4,,228000,1,
2,6119,5.1,,224000,1,
2,5970,4.9,,222000,1,
2,5967,,,192000,1,
2,5930,7.1,,245000,1,
2,5921,5.2,,442000,7,
2,5911,8,,243000,1,
2,5834,7.6,,200000,1,
2,5778,7.5,,258000,1,
2,5772,7.7,,235000,1,
2,5757,9.9,,268000,1,
2,5706,8.6,,250000,1,
2,5685,5.9,,244000,1,
2,5670,8.1,,272000,3,
2,5602,5,,210000,1,
2,5582,7,,331000,3,
2,5559,6.8,,200000,1,
2,5523,8,,247000,1,
2,5518,5,,254000,1,
2,5441,6.8,,236000,1,
2,5422,4.4,,221000,3,
2,5338,8.7,,216000,3,
2,5315,3.7,,204000,3,
2,5314,6.9,,256000,3,
2,5257,6.8,,262000,3,
2,5233,5.6,,209000,3,
2,5224,4.5,,222000,1,
2,5199,5.1,,243000,3,
2,5199,8.1,,216000,3,
2,5134,6.2,,231000,3,
2,5081,8.1,,274000,3,
2,5057,4.8,,247000,3,
2,5049,8.2,,246000,3,
2,5038,7.1,,235000,3,
2,5020,5.1,,204000,3,
2,4765,5.9,,215000,3,
2,4729,6.1,,274000,3,
2,4695,7.5,,317000,3,
2,4563,6.5,,270000,3,
2,4507,5.4,,333000,3,
2,4497,6.8,,272000,3,
2,4490,5.4,,350000,5,
2,4488,4.9,,438000,5,
2,4408,6.4,,295000,3,
2,4368,5.4,,320000,3,
2,4269,4.8,,410000,5,
2,4234,5.6,,492000,5,
2,4228,5.2,,461000,5,
2,4168,7,,423000,5,
2,4166,5.1,,373000,5,
2,4139,4.9,,328000,7,
2,3746,5.3,,470000,5,
2,3400,5,,413000,7,
2,3390,5.3,,385000,7,
2,3181,7.3,,282000,7,
2,3180,5.7,,405000,5,
2,3010,4.9,,308000,7,
2,2884,4.7,,369000,7,
2,2882,7.3,,344000,5,
2,2640,4.9,,338000,5,
2,2466,5.1,,273000,5,
2,2466,4.5,,280000,5,
2,2455,5.2,,417000,5,
2,2215,4.6,,352000,7,
2,2080,4.7,,468000,8,
2,2044,4.6,,341000,5,
2,1685,5.2,,492000,8,
2,1475,9.6,,209000,7,
2,1474,8.8,,407000,5,
2,1445,4.6,,337000,7,
2,1438,4.4,,337000,7,
2,1437,13.3,,268000,7,
2,1305,4.7,,,5,
2,760,4.8,,383000,7,
2,64,5.9,,,11,
3,857,4.8,,85000,7,2
3,2032,4.2,,112000,7,3
3,5410,4.5,0,144000,11,4
3,4623,3.7,,195000,1,4
3,5278,3.8,,233000,3,5
3,4642,4.3,,159000,8,5
3,3663,4.5,,277000,5,5
3,5286,4.7,0,195000,11,6
3,4373,4.5,,184000,1,6
3,4158,5.1,,219000,1,6
3,7095,4.8,,248000,8,8
3,4372,4.8,,179000,1,12
3,3295,4.9,,228000,7,22
3,4377,4.8,,185000,1,63
3,7755,4.6,0,160000,8,
3,5176,4.6,0,154000,8,
3,4686,4.5,0,229000,3,
3,4511,4.1,0,174000,1,
3,4397,4.4,0,222000,1,
3,4036,4.5,0,149000,8,
3,1686,4.8,0,587000,5,
3,1371,3.5,0,82000,7,
3,,,,219000,1,
3,7463,4.6,,186000,8,
3,6734,5.1,,148000,11,
3,6599,4.9,,181000,8,
3,6288,4.7,,133000,8,
3,5832,4.6,,182000,3,
3,5803,4.7,,136000,8,
3,5762,4,,143000,11,
3,5610,4.6,,183000,3,
3,5590,3.3,,133000,11,
3,5587,3.6,,215000,3,
3,5441,5.2,,154000,11,
3,5413,5.1,,146000,11,
3,5397,4.8,,164000,11,
3,5388,3.8,,211000,3,
3,5385,4.8,,149000,11,
3,5383,4.4,,170000,11,
3,5373,4.4,,147000,11,
3,5369,4.8,,248000,3,
3,5361,6.2,,192000,11,
3,5361,4.3,,194000,3,
3,5349,5,,194000,8,
3,5331,3.8,,196000,11,
3,5309,4.3,,173000,11,
3,5304,4.3,,150000,11,
3,5302,4.1,,210000,3,
3,5286,4.2,,162000,11,
3,5250,5.6,,142000,11,
3,5235,4.9,,156000,8,
3,5232,4.5,,135000,11,
3,5217,4.7,,152000,11,
3,5209,4.5,,156000,11,
3,5196,3.7,,199000,3,
3,5154,5.2,,165000,11,
3,5141,5.3,,214000,3,
3,5138,4.1,,163000,11,
3,5133,4.5,,174000,11,
3,5088,4.7,,182000,11,
3,5086,4.5,,153000,9,
3,5057,6,,189000,8,
3,5048,4.4,,147000,11,
3,5026,4.5,,156000,8,
3,5004,4.1,,161000,11,
3,4978,4.6,,130000,8,
3,4959,4.4,,212000,8,
3,4943,4.1,,226000,3,
3,4897,4.1,,204000,3,
3,4892,4.4,,156000,11,
3,4855,4.3,,219000,3,
3,4830,4.3,,206000,1,
3,4791,3.8,,244000,3,
3,4750,4.7,,223000,8,
3,4731,4.7,,120000,8,
3,4712,5,,162000,11,
3,4681,4.4,,189000,1,
3,4677,4.9,,179000,1,
3,4655,5.6,,216000,1,
3,4622,4.9,,185000,8,
3,4614,4.1,,224000,1,
3,4607,4.5,,216000,1,
3,4600,3.9,,180000,1,
3,4591,4.8,,254000,1,
3,4547,5,,225000,1,
3,4513,4.4,,175000,1,
3,4502,4,,173000,1,
3,4501,4.6,,233000,1,
3,4424,4.6,,203000,1,
3,4424,5.3,,156000,8,
3,4389,5.8,,179000,1,
3,4372,4.2,,181000,1,
3,4350,5.1,,177000,8,
3,4310,4.3,,148000,8,
3,4294,4.3,,228000,5,
3,4291,4.6,,198000,1,
3,4285,4,,165000,1,
3,4236,5,,211000,7,
3,4222,4.2,,213000,1,
3,4218,4,,182000,1,
3,4211,4.4,,216000,1,
3,4190,5.2,,,1,
3,4156,4.7,,173000,8,
3,4118,3.9,,219000,5,
3,4030,8.7,,124000,11,
3,3115,3.9,,272000,5,
3,3077,5.7,,210000,7,
3,2533,4.4,,275000,5,
3,2492,12.7,,167000,1,
3,2469,5.4,,163000,7,
3,2038,4.9,,220000,1,
3,1365,3.7,,720000,5,
3,1304,4.8,,,5,
4,3101,3.7,0,175000,1,6
4,2108,4.1,,253000,3,7
4,2196,3.6,,212000,3,8
4,1387,3.5,,417000,5,9
4,317,1.7,,119000,7,10
4,3139,3.4,,341000,11,12
4,3092,3.8,,273000,11,12
4,3195,3.8,,,11,14
4,852,3.3,,139000,7,14
4,1836,4.3,,337000,8,18
4,544,2.9,,226000,7,21
4,733,4,,610000,5,26
4,780,2.8,110,357000,5,29
4,2257,4.1,,375000,8,31
4,2087,3.6,,356000,8,31
4,2412,3.5,,492000,8,34
4,3243,4.1,0,176000,1,
4,3173,3,0,368000,11,
4,2156,3.4,0,222000,3,
4,1655,3.7,0,394000,8,
4,932,2.8,0,247000,9,
4,789,4.5,0,297000,7,
4,735,3.2,0,362000,7,
4,537,3.8,0,166000,7,
4,3327,2.8,,195000,1,
4,3312,3.3,,181000,1,
4,3283,2.8,,328000,11,
4,3271,4.1,,195000,1,
4,3264,3,,156000,1,
4,3250,3.6,,202000,1,
4,3247,3.7,,207000,1,
4,3246,2.9,,168000,1,
4,3233,3,,231000,1,
4,3227,3.6,,168000,1,
4,3200,3.4,,399000,11,
4,3190,2.9,,409000,11,
4,3172,3.3,,350000,11,
4,3172,3.6,,181000,1,
4,3162,3.3,,375000,11,
4,3159,3,,317000,11,
4,3149,3.7,,292000,11,
4,3131,3.7,,271000,11,
4,3111,4.4,,221000,1,
4,3102,2.5,,318000,11,
4,3091,4.5,,272000,11,
4,3043,3.6,,216000,1,
4,2868,3.5,,558000,8,
4,2715,3,,334000,3,
4,2503,3.1,,667000,8,
4,2161,4.7,,332000,3,
4,2143,3.5,,376000,8,
4,2087,3,,342000,8,
4,2079,2.8,,248000,3,
4,1856,4,,343000,3,
4,1851,3.9,,311000,3,
4,1806,3.3,,349000,3,
4,1781,3,,305000,3,
4,1779,3.4,,377000,8,
4,1768,2.9,,400000,8,
4,1764,3.3,,259000,3,
4,1753,3.8,,308000,3,
4,1682,3.6,,,3,
4,1608,3.4,,575000,8,
4,1555,3.6,,478000,8,
4,1541,4.6,,362000,5,
4,1512,2.5,,252000,3,
4,1492,4.2,,402000,5,
4,1402,3.6,,337000,5,
4,1392,3.9,,340000,5,
4,1236,3.7,,329000,8,
4,1210,3.1,,420000,5,
4,1174,3.5,,425000,5,
4,1017,2.8,,273000,8,
4,967,3.7,,228000,7,
4,916,3,,577000,5,
4,908,3.5,,428000,5,
4,903,3.1,,527000,5,
4,891,3.4,,514000,5,
4,889,3.1,,269000,3,
4,765,2.8,,553000,5,
4,748,3.3,,501000,5,
4,701,2.8,,887000,7,
4,586,2.9,,213000,7,
4,582,3,,401000,7,
4,555,3,,267000,7,
4,541,3.2,,132000,7,
4,532,2.8,,198000,7,
4,532,3.2,,153000,7,
4,531,2.5,,309000,7,
4,527,3.3,,334000,7,
5,2948,5,,186000,1,3
5,1918,4.5,,200000,11,3
5,2896,4,,222000,1,4
5,2271,4.4,,255000,3,4
5,1867,3.5,,125000,11,4
5,3381,4,,143000,11,5
5,2897,4.5,,106000,8,5
5,1853,14.5,,195000,11,5
5,2773,4,0,133000,8,6
5,3904,4.2,,298000,1,6
5,2856,6.1,,100000,8,6
5,2732,5.1,,193000,8,6
5,2272,4.9,,238000,3,6
5,835,5.1,0,148000,7,50
5,3293,5.1,0,97000,8,
5,2958,4.8,0,118000,11,
5,2924,3.8,0,267000,1,
5,1906,5.2,0,289000,5,
5,1824,4.9,0,323000,3,
5,1758,3.9,0,133000,11,
5,1744,5.2,0,209000,8,
5,1015,5.7,0,132000,7,
5,3663,4.7,,123000,11,
5,3654,3.1,,136000,11,
5,3635,5.4,,132000,11,
5,3489,10.6,,150000,11,
5,3455,3.6,,146000,11,
5,3403,3.9,,165000,8,
5,3270,3.6,,189000,8,
5,3167,4.6,,237000,1,
5,3153,3.4,,131000,11,
5,3132,5.5,,220000,1,
5,3118,4.5,,140000,8,
5,3108,4.1,,139000,8,
5,3092,3.7,,120000,11,
5,2903,11.5,,244000,1,
5,2902,3.4,,441000,1,
5,2890,6.1,,420000,1,
5,2886,4.5,,221000,1,
5,2865,4.3,,165000,8,
5,2860,4.3,,87000,8,
5,2825,4.4,,295000,1,
5,2825,4,,102000,8,
5,2754,3.5,,267000,1,
5,2746,4.4,,252000,1,
5,2711,3.5,,640000,1,
5,2376,4,,219000,3,
5,2332,5.6,,315000,8,
5,2326,5,,226000,3,
5,2294,4,,196000,3,
5,2279,4.7,,230000,3,
5,2211,8.2,,195000,1,
5,2211,4.6,,194000,3,
5,2168,5.7,,244000,3,
5,2161,2.3,,236000,3,
5,2114,4.1,,229000,3,
5,1989,4.5,,,11,
5,1974,4.2,,255000,3,
5,1966,4.9,,236000,8,
5,1947,8.3,,285000,5,
5,1935,12.4,,182000,11,
5,1925,5.5,,121000,11,
5,1921,3.1,,136000,11,
5,1892,4.8,,281000,5,
5,1861,5.7,,170000,11,
5,1844,4,,108000,11,
5,1834,5.1,,283000,3,
5,1829,4.7,,262000,3,
5,1776,4.1,,265000,5,
5,1765,3.6,,282000,5,
5,1714,3.1,,321000,5,
5,1694,3,,341000,3,
5,1597,4.4,,368000,5,
5,1579,5.3,,150000,8,
5,1471,5.1,,339000,5,
5,1442,3.3,,329000,5,
5,1409,3.3,,370000,5,
5,1402,6.4,,306000,5,
5,1197,5,,94000,7,
6,2562,8.7,,,7,4
6,3814,5.3,,71000,7,5
6,3683,9.1,,52000,8,6
6,3932,11.5,,86000,11,7
6,4299,4.2,,102000,11,8
6,3762,6.1,,74000,8,8
6,2809,5.4,0,55000,8,9
6,4286,4.2,,159000,1,9
6,2066,9.7,,48000,8,9
6,3198,9.2,,70000,8,13
6,2894,5.2,,40000,8,14
6,3089,4.9,60,149000,1,19
6,3264,15.3,,128000,11,20
6,4925,12.2,,85000,7,21
6,3057,13.4,,167000,1,28
6,5471,8.2,,84000,8,50
6,4934,5.1,0,186000,3,
6,4654,10.1,0,43000,7,
6,4650,7.2,0,188000,3,
6,4494,10.8,0,79000,11,
6,4397,4.6,0,135000,11,
6,4324,6.1,0,189000,3,
6,4171,7.5,0,210000,3,
6,3977,6.3,0,63000,7,
6,3466,12.2,0,72000,8,
6,2454,8.6,0,106000,7,
6,2423,10.3,0,197000,1,
6,3525,6.1,260,273000,3,
6,5681,5.8,,265000,3,
6,5673,5.7,,42000,8,
6,5215,8.4,,54000,7,
6,5212,5,,90000,11,
6,5153,8.8,,115000,11,
6,5131,5.1,,49000,8,
6,5034,5.9,,76000,8,
6,4984,6.6,,100000,7,
6,4923,5.4,,54000,8,
6,4761,5.9,,169000,3,
6,4668,8,,216000,3,
6,4619,7.4,,48000,7,
6,4616,11.5,,56000,7,
6,4587,4.8,,110000,11,
6,4562,6.4,,46000,7,
6,4538,7.3,,189000,3,
6,4504,6.2,,206000,3,
6,4484,6.2,,196000,3,
6,4482,5,,118000,11,
6,4476,5.1,,134000,11,
6,4464,12.3,,156000,11,
6,4433,4.9,,76000,11,
6,4413,5.2,,130000,1,
6,4335,11.4,,97000,11,
6,4290,6.4,,53000,7,
6,4276,4.1,,96000,11,
6,4242,8.5,,102000,11,
6,4233,4.1,,137000,11,
6,4227,4.8,,103000,11,
6,4208,10,,97000,11,
6,4206,9.8,,113000,11,
6,4128,4.2,,131000,11,
6,4108,4.7,,93000,11,
6,4080,6.2,,101000,11,
6,4063,4.2,,100000,11,
6,4002,5.1,,100000,8,
6,3959,4.5,,137000,1,
6,3937,3.9,,101000,11,
6,3933,10.5,,95000,11,
6,3907,5.1,,86000,8,
6,3868,7.1,,63000,8,
6,3861,5.2,,78000,8,
6,3784,6.3,,76000,8,
6,3717,11.6,,153000,1,
6,3646,5.4,,136000,1,
6,3612,10.4,,63000,8,
6,3584,5.5,,131000,1,
6,3561,4.5,,149000,1,
6,3553,5.1,,39000,8,
6,3535,4.9,,172000,1,
6,3535,5.2,,262000,3,
6,3503,10.4,,77000,8,
6,3487,4.2,,126000,1,
6,3465,4,,160000,1,
6,3462,4.5,,143000,1,
6,3446,4.6,,141000,1,
6,3426,4.8,,155000,1,
6,3426,5.9,,40000,8,
6,3395,10.4,,105000,11,
6,3364,5.1,,168000,1,
6,3347,10.4,,121000,1,
6,3344,4.6,,136000,1,
6,3339,11,,104000,11,
6,3336,4,,173000,1,
6,3329,8.5,,94000,8,
6,3315,8.6,,174000,1,
6,3291,4.6,,165000,1,
6,3268,13.7,,128000,8,
6,3262,9.5,,71000,8,
6,3257,8.8,,114000,11,
6,3248,5.4,,143000,1,
6,3245,4.4,,122000,1,
6,3221,4.8,,162000,1,
6,3165,5.9,,250000,3,
6,3148,5.1,,42000,8,
6,3083,4.9,,157000,1,
6,3055,11.1,,164000,1,
6,3010,6,,106000,7,
6,2929,9.3,,175000,1,
6,2918,9.2,,39000,8,
6,2856,9.6,,103000,11,
6,2740,6.8,,111000,7,
6,2684,4.4,,218000,1,
6,2675,10.6,,170000,1,
6,2601,9.5,,119000,7,
6,2134,6.5,,,3,
6,1871,6.3,,351000,3,
6,1317,5.4,,250000,3,
6,885,6.8,,105000,7,
6,718,5.2,,40000,8,
6,622,5,,85000,1,
6,620,4.6,,111000,11,
6,378,4.9,,,1,
6,362,4.8,,170000,3,
6,247,5.6,,,11,
7,5612,4.6,,263000,8,3
7,9082,5.3,,171000,11,4
7,8602,5.8,,190000,11,4
7,7745,5.5,,261000,1,4
7,7120,5.1,,231000,1,4
7,6044,5.4,,229000,3,4
7,5934,4.5,,162000,8,4
7,7033,5.6,,244000,1,5
7,6640,4.9,,209000,3,5
7,6478,4.6,,318000,8,5
7,2623,4.9,0,333000,8,6
7,9809,4.1,,306000,8,6
7,9038,5,,176000,11,6
7,5677,4.3,,182000,8,7
7,6065,5.4,,266000,3,8
7,9356,4.2,0,203000,5,
7,9242,5.4,0,259000,11,
7,9049,5.2,0,197000,11,
7,7608,4.6,0,286000,8,
7,6326,4.8,0,194000,3,
7,6018,4.6,0,215000,3,
7,6008,4.6,0,192000,8,
7,2964,4.3,0,244000,5,
7,9590,4.6,,231000,8,
7,9379,4.5,,214000,5,
7,9216,5.1,,227000,11,
7,9159,4.8,,168000,5,
7,9069,4.9,,192000,11,
7,9064,5.6,,159000,11,
7,9060,4.6,,205000,11,
7,9050,4.9,,189000,11,
7,9005,5,,207000,11,
7,9000,4.4,,285000,8,
7,8942,4.8,,180000,11,
7,8871,5.2,,,11,
7,8869,6.6,,212000,11,
7,8848,4.9,,165000,11,
7,8841,5.1,,203000,11,
7,8801,4.8,,189000,11,
7,8754,5.2,,219000,11,
7,8747,5.7,,231000,11,
7,8738,5.5,,188000,11,
7,8566,4.9,,224000,11,
7,8557,5.5,,180000,11,
7,8495,4.9,,172000,11,
7,8473,5.1,,169000,11,
7,8472,6.2,,215000,11,
7,8423,5.2,,213000,11,
7,8408,4.3,,351000,8,
7,8331,5.1,,181000,11,
7,8314,5.3,,217000,11,
7,8113,5.3,,217000,11,
7,8012,4.8,,388000,5,
7,7908,5.1,,252000,1,
7,7862,5.4,,226000,1,
7,7827,5.4,,206000,1,
7,7787,5.7,,213000,5,
7,7744,5,,238000,1,
7,7733,4.8,,233000,1,
7,7697,5.3,,211000,1,
7,7396,5.5,,262000,1,
7,7379,5.7,,264000,1,
7,7306,5.9,,224000,1,
7,7287,5.1,,266000,1,
7,7216,5.7,,230000,1,
7,7140,5.1,,219000,1,
7,7134,5,,224000,1,
7,7129,5.2,,236000,1,
7,7123,4.6,,243000,1,
7,7115,5,,241000,1,
7,7078,5.6,,238000,1,
7,7066,5.2,,294000,1,
7,7062,5.3,,205000,1,
7,7029,5.5,,222000,1,
7,6979,4.8,,241000,1,
7,6962,4.7,,257000,1,
7,6951,5.3,,303000,1,
7,6936,5.2,,228000,1,
7,6785,5,,235000,1,
7,6728,5.4,,270000,3,
7,6707,4.8,,330000,8,
7,6608,4.7,,192000,1,
7,6589,4.9,,255000,3,
7,6584,5.8,,212000,1,
7,6471,4.9,,212000,3,
7,6467,4.7,,222000,3,
7,6455,6.2,,210000,3,
7,6407,5,,220000,3,
7,6281,5.4,,227000,3,
7,6280,5.2,,233000,3,
7,6149,5.3,,237000,3,
7,6130,4.7,,231000,3,
7,6127,5,,205000,3,
7,6122,4.9,,248000,3,
7,6122,4.4,,197000,3,
7,6076,5.2,,191000,3,
7,5970,3.9,,195000,8,
7,5939,4.7,,177000,3,
7,5925,5,,242000,3,
7,5883,4.6,,228000,3,
7,5750,5.2,,217000,3,
7,5748,5.3,,208000,3,
7,5741,5.4,,213000,3,
7,5638,4.5,,361000,5,
7,5627,4.8,,201000,3,
7,5625,4.3,,281000,8,
7,5586,5.1,,224000,3,
7,5578,4.7,,253000,3,
7,5544,5.7,,216000,3,
7,5482,4,,201000,8,
7,5476,4.3,,244000,3,
7,5320,4.2,,228000,8,
7,5139,3.8,,216000,8,
7,4781,4.6,,233000,8,
7,4734,4.7,,386000,5,
7,3673,4.8,,281000,8,
7,3235,4.3,,334000,5,
7,1698,4.7,,303000,8,
7,1078,5.5,,177000,7,
8,11289,5.7,,107000,11,3
8,11891,4.9,,140000,11,4
8,11879,4.7,,141000,3,4
8,11573,5.3,,118000,11,4
8,12248,5.1,,153000,3,5
8,11948,6,,238000,8,5
8,4034,5.3,0,370000,5,6
8,9330,5.1,,138000,1,6
8,8667,5.5,,104000,1,6
8,4056,5,,308000,7,6
8,5434,5.6,0,259000,7,7
8,8822,5.4,,153000,1,7
8,18447,5.8,0,293000,8,8
8,4272,4.7,0,334000,5,8
8,3671,4.8,,297000,5,8
8,10593,5,,307000,8,9
8,5866,6.2,,361000,7,17
8,4202,5,,339000,5,29
8,12188,6.1,0,150000,3,
8,11436,5.8,0,246000,8,
8,11198,5.6,0,94000,11,
8,10473,4.2,0,153000,3,
8,9738,5,0,168000,1,
8,8752,4.5,0,162000,1,
8,17738,5.9,,281000,8,
8,17070,5.3,,273000,8,
8,17037,5.1,,288000,8,
8,14145,5.6,,303000,8,
8,13440,5,,311000,7,
8,13340,5.8,,233000,8,
8,13226,5.6,,289000,7,
8,13112,5.8,,463000,7,
8,12724,5.3,,241000,8,
8,12566,6,,229000,8,
8,12401,4.8,,215000,8,
8,12397,5.4,,209000,8,
8,12338,4.7,,169000,3,
8,12333,10.6,,98000,11,
8,12272,4.7,,226000,8,
8,12054,4.4,,175000,3,
8,12014,7.8,,145000,3,
8,12004,6.6,,130000,11,
8,11975,5.8,,83000,11,
8,11914,5.3,,77000,11,
8,11869,7.9,,137000,3,
8,11840,5,,165000,3,
8,11823,6.5,,94000,11,
8,11805,4.9,,109000,11,
8,11788,6.6,,122000,11,
8,11674,4.9,,126000,11,
8,11671,6.5,,260000,8,
8,11667,7.5,,204000,8,
8,11635,6.3,,130000,11,
8,11581,5.6,,120000,11,
8,11532,5.4,,200000,8,
8,11523,5.4,,111000,11,
8,11521,5.9,,86000,11,
8,11507,5.1,,112000,11,
8,11449,5.9,,145000,11,
8,11414,5.3,,150000,8,
8,11387,7.6,,246000,8,
8,11385,4.8,,311000,8,
8,11342,5.3,,85000,11,
8,11234,5.6,,268000,8,
8,11196,5.7,,143000,3,
8,11135,5.5,,106000,11,
8,11024,4.9,,306000,8,
8,10979,7.3,,148000,3,
8,10956,5.5,,301000,8,
8,10945,6.1,,104000,11,
8,10921,5,,143000,11,
8,10902,5.8,,108000,11,
8,10898,5.6,,125000,11,
8,10793,6.7,,91000,11,
8,10734,9.9,,103000,11,
8,10733,6.1,,99000,11,
8,10721,5.1,,128000,1,
8,10562,4.6,,183000,3,
8,10515,5.1,,103000,11,
8,10386,5.6,,340000,8,
8,10362,4.8,,255000,8,
8,10125,5.7,,135000,11,
8,10124,4.9,,181000,3,
8,10092,6.5,,155000,3,
8,10015,9,,103000,1,
8,10005,6.2,,163000,1,
8,9970,9.6,,165000,1,
8,9879,7,,127000,1,
8,9847,5.3,,205000,3,
8,9712,5.2,,275000,8,
8,9572,5.9,,136000,1,
8,9365,5.1,,129000,1,
8,9279,7.4,,144000,1,
8,9257,5.1,,95000,1,
8,9177,6.1,,136000,1,
8,9126,4.9,,99000,1,
8,9111,5.3,,132000,1,
8,9058,4.7,,149000,1,
8,9023,6.1,,157000,1,
8,8988,5.3,,154000,1,
8,8958,5.5,,128000,1,
8,8944,4.9,,130000,1,
8,8858,5.7,,136000,1,
8,8844,4.7,,154000,1,
8,8810,4.8,,180000,1,
8,8742,4.6,,129000,1,
8,8718,4.7,,143000,1,
8,8700,4.8,,114000,1,
8,8545,5.3,,142000,1,
8,7806,5.2,,263000,7,
8,7442,4.8,,245000,7,
8,6395,5.8,,309000,7,
8,5717,8.1,,142000,1,
8,4319,4.5,,342000,5,
8,4224,4.7,,324000,5,
8,4082,4.6,,342000,5,
8,3940,4.6,,418000,5,
8,3698,3.9,,324000,5,
8,2997,5.5,,157000,1,
9,756,3.5,0,304000,7,3
9,10044,5.5,,168000,11,3
9,9955,5.7,,155000,11,3
9,9666,5.1,,173000,11,3
9,8710,4,,171000,8,3
9,8352,4.7,,217000,1,3
9,7360,4.9,,214000,3,3
9,6525,3.6,,351000,8,3
9,5361,5,,201000,5,3
9,1097,0.5,0,179000,7,4
9,8525,4.6,,217000,1,4
9,6915,5.3,,243000,3,4
9,5914,0.5,,342000,8,4
9,9882,1.5,,425000,8,6
9,8488,4.8,,247000,5,7
9,8429,5.6,0,,1,
9,8359,4.9,0,184000,1,
