Farm,Volume,Temp,CC,SCC,Month,TBC
40,5293,5,,132000,1,3
40,3845,5.3,,174000,3,3
40,4137,6,,156000,3,3
40,2461,4.7,,270000,5,5
40,2130,4.9,0,236000,7,5
40,5820,5.1,,118000,8,5
40,3274,6.1,0,182000,7,6
40,5247,5.2,,112000,8,6
40,1099,7,,289000,5,8
40,2534,5.3,0,331000,7,8
40,7718,4.9,,129000,8,8
40,2082,4.9,2200,192000,7,1403
40,3511,10.4,,71000,11,
40,2830,12.6,,84000,11,
40,3418,9.1,,79000,11,
40,6062,5.2,,94000,11,
40,6275,5.1,,92000,11,
40,6065,5.1,0,108000,11,
40,6008,5.4,,104000,11,
40,5847,8,,75000,11,
40,5874,6.2,,86000,11,
40,5757,5.2,,71000,11,
40,6091,4.5,,83000,11,
40,5691,3.9,,92000,11,
40,5375,6.7,,123000,11,
40,5810,4.2,,106000,11,
40,5759,5.7,,106000,11,
40,5383,4.8,,107000,11,
40,5413,7.2,,108000,11,
40,5594,5.6,0,76000,11,
40,5549,7.5,,83000,11,
40,5467,7.6,,68000,11,
40,5417,9.3,,73000,11,
40,5333,4.7,,73000,11,
40,5278,4.6,,68000,11,
40,5357,8.3,,79000,11,
40,5370,7.1,,81000,11,
40,5368,7.2,,79000,11,
40,5389,5.1,,87000,11,
40,5535,5.2,,68000,11,
40,5607,7.4,,82000,11,
40,5115,4.7,,162000,1,
40,5133,3.7,0,124000,1,
40,5099,4.7,,138000,1,
40,5133,4.5,,104000,1,
40,5180,5.3,,126000,1,
40,5167,3.2,,111000,1,
40,5241,5,,120000,1,
40,2487,2.9,,173000,1,
40,5073,4.7,,132000,1,
40,5153,8.8,,121000,1,
40,5103,4.6,,128000,1,
40,5471,3.5,,118000,1,
40,5246,4.6,,199000,1,
40,5241,6.3,,153000,1,
40,5178,4.3,,155000,1,
40,5115,4.4,,144000,1,
40,5303,4.6,,137000,1,
40,5127,4.6,,160000,1,
40,5305,3.5,,149000,1,
40,5116,5.8,,162000,1,
40,4949,4.4,,153000,1,
40,4968,5.4,,155000,1,
40,5011,4.8,,150000,1,
40,4885,4.3,,166000,1,
40,4877,5.2,,139000,1,
40,4905,5.1,,107000,1,
40,4669,3.6,,148000,1,
40,4776,5.5,,127000,1,
40,4667,4.6,,184000,1,
40,4350,6.8,,244000,3,
40,4443,4,,200000,3,
40,3917,4.8,,179000,3,
40,4033,6,,183000,3,
40,4091,4.9,,168000,3,
40,4292,4.8,,144000,3,
40,4104,4.7,0,188000,3,
40,4180,5.1,,166000,3,
40,4198,5.7,,162000,3,
40,4125,3.9,,170000,3,
40,4146,4.1,,136000,3,
40,4119,6.4,,129000,3,
40,4201,5.7,,135000,3,
40,3945,5.6,,139000,3,
40,3768,5.2,,129000,3,
40,3951,5,,141000,3,
40,3969,10.7,,132000,3,
40,4030,4,,165000,3,
40,4010,5,,190000,3,
40,4045,4.4,,209000,3,
40,4077,6.4,,183000,3,
40,3978,3.5,,190000,3,
40,3888,4.5,,147000,3,
40,3798,6.3,,136000,3,
40,3841,4.1,,160000,3,
40,4131,4.5,,124000,3,
40,4244,6.1,,142000,3,
40,4131,4.6,,159000,3,
40,3438,5.6,,133000,5,
40,3432,5.1,,122000,5,
40,3394,4.7,,151000,5,
40,2775,4.9,,163000,5,
40,2526,5.1,110,235000,5,
40,2404,4.8,,249000,5,
40,3890,4.6,,205000,5,
40,2803,5.4,,257000,5,
40,2887,5.4,,231000,5,
40,2585,4.3,,235000,5,
40,2336,5.3,,281000,5,
40,921,5,,83000,7,
40,1465,5.5,,147000,7,
40,4353,5.6,,184000,7,
40,2271,7.7,0,383000,7,
40,4817,5.2,,206000,7,
40,902,6.9,,219000,7,
40,6113,4.9,,118000,7,
40,7146,5.5,,149000,8,
40,8000,5,,99000,8,
40,8798,4.9,,108000,8,
40,4534,5,,141000,8,
40,4531,5.6,,205000,8,
40,4522,5.5,,164000,8,
40,4628,5.3,0,144000,8,
40,4992,4.6,,164000,8,
40,5303,5.7,,143000,8,
40,5170,5.3,,130000,8,
40,5166,4.8,,114000,8,
40,5269,7.1,,111000,8,
40,5748,4.8,,105000,8,
40,5585,5.5,,109000,8,
40,5977,7.3,,113000,8,
40,5903,5.2,,128000,8,
40,5605,4.9,,128000,8,
40,5978,5.4,,116000,8,
40,6124,4.5,,100000,8,
40,6102,4.7,0,102000,8,
40,6262,5.5,,91000,8,
40,6368,5.6,,102000,8,
40,6289,5.4,,105000,8,
40,6216,6,,126000,8,
40,6506,5.4,,112000,8,
41,4231,4.6,,99000,1,2
41,539,6,,110000,7,2
41,5780,5.7,,126000,11,3
41,3889,4.4,,66000,3,3
41,5691,6.9,0,81000,11,4
41,1295,3,0,206000,5,4
41,6208,4.4,,,8,4
41,4378,7.5,,145000,1,4
41,4243,4.7,,105000,8,4
41,4104,4.6,,80000,8,4
41,4029,4.3,,122000,8,4
41,3931,4.6,,97000,8,4
41,3228,4.5,,109000,3,4
41,2002,5.7,,168000,5,5
41,1677,5.3,,124000,7,5
41,5351,5.3,0,158000,11,
41,4783,10.3,0,114000,1,
41,4473,5.1,0,91000,1,
41,3597,4.9,0,108000,3,
41,3467,5.6,0,108000,8,
41,2743,4.4,0,147000,7,
41,1984,4.5,0,,5,
41,1312,6,0,186000,5,
41,1272,5.3,0,153000,5,
41,994,6.1,0,135000,7,
41,5201,7.6,240,47000,8,
41,6152,5.1,,105000,11,
41,6095,5.2,,69000,11,
41,5949,4.6,,77000,11,
41,5827,5.6,,103000,11,
41,5821,5.3,,99000,11,
41,5807,11.2,,144000,11,
41,5802,5.2,,114000,11,
41,5749,4.7,,99000,8,
41,5741,6.8,,102000,11,
41,5731,7.3,,97000,11,
41,5724,5.1,,122000,11,
41,5708,7.4,,97000,11,
41,5701,5.4,,77000,11,
41,5696,3.8,,64000,9,
41,5665,5,,147000,11,
41,5652,5.8,,92000,11,
41,5610,5.1,,131000,11,
41,5609,4.8,,108000,11,
41,5597,4.7,,,11,
41,5594,5.3,,85000,11,
41,5571,6.6,,103000,11,
41,5544,5,,117000,11,
41,5512,6.6,,133000,11,
41,5486,7.7,,98000,11,
41,5467,7.8,,90000,11,
41,5434,6.7,,90000,11,
41,5425,5.4,,117000,11,
41,5395,4,,64000,8,
41,5387,7,,143000,11,
41,5148,8.1,,73000,8,
41,5139,5.2,,146000,1,
41,5116,7.7,,39000,8,
41,5057,6.8,,145000,1,
41,4967,5,,158000,1,
41,4882,3.9,,55000,8,
41,4881,5.3,,150000,1,
41,4846,5.4,,132000,1,
41,4826,4.7,,102000,8,
41,4807,4.3,,84000,8,
41,4803,5.4,,166000,1,
41,4689,4.3,,102000,8,
41,4661,4.9,,119000,1,
41,4639,5.1,,139000,1,
41,4621,9.5,,127000,1,
41,4594,5.6,,103000,1,
41,4591,7.4,,163000,1,
41,4583,5.5,,94000,1,
41,4580,5.7,,89000,1,
41,4575,6,,99000,1,
41,4568,5.9,,91000,1,
41,4543,5,,127000,1,
41,4519,5.2,,132000,1,
41,4468,3.7,,79000,8,
41,4439,5.9,,73000,1,
41,4438,5,,112000,1,
41,4422,5.6,,122000,1,
41,4405,5.3,,100000,1,
41,4387,5.6,,173000,1,
41,4380,4.8,,90000,1,
41,4367,5.8,,113000,1,
41,4362,6.4,,142000,1,
41,4224,4.8,,125000,1,
41,4127,4.2,,80000,8,
41,3954,5,,140000,8,
41,3943,4,,96000,8,
41,3868,5,,103000,3,
41,3855,4.2,,74000,3,
41,3806,5.2,,94000,3,
41,3799,5.1,,127000,3,
41,3796,4.7,,90000,3,
41,3792,4.5,,82000,8,
41,3767,5,,86000,3,
41,3754,5.9,,114000,3,
41,3732,5.3,,83000,3,
41,3711,5.9,,108000,3,
41,3709,4.6,,114000,3,
41,3697,4.6,,74000,8,
41,3690,6,,134000,3,
41,3673,5.4,,138000,3,
41,3671,6.1,,85000,3,
41,3667,4.9,,114000,3,
41,3623,4.5,,82000,3,
41,3614,5.3,,97000,3,
41,3591,5.3,,72000,3,
41,3588,5.2,,78000,8,
41,3584,5.1,,95000,8,
41,3558,5.1,,94000,3,
41,3528,5,,93000,3,
41,3526,3.7,,90000,3,
41,3516,4.9,,163000,8,
41,3511,5.1,,76000,8,
41,3455,5.6,,177000,5,
41,3405,5.2,,71000,3,
41,3390,8.9,,95000,3,
41,3378,5.1,,117000,3,
41,3374,4.5,,116000,3,
41,3296,5.2,,73000,3,
41,3261,5.6,,85000,3,
41,3256,4.5,,95000,3,
41,3155,4.4,,159000,7,
41,2198,4.9,,155000,5,
41,2113,4,,117000,7,
41,2109,4.5,,162000,5,
41,1962,5,,118000,5,
41,1911,4.7,,169000,5,
41,1398,5.3,,,5,
42,3365,5,,136000,3,4
42,3181,5,,144000,11,4
42,3770,6.5,,199000,3,5
42,3153,5.7,,78000,11,5
42,2394,6.5,,108000,1,7
42,2383,5.2,,105000,1,7
42,2299,6.1,,207000,5,8
42,3310,5.6,0,129000,11,
42,3062,5.6,0,97000,11,
42,2479,5.5,0,122000,1,
42,2367,5.6,0,108000,1,
42,2122,6.7,10,226000,5,
42,3647,5.3,30,137000,3,
42,4069,5.8,,116000,3,
42,3891,6.4,,165000,3,
42,3645,6,,168000,3,
42,3568,5.9,,177000,3,
42,3547,5.4,,139000,3,
42,3458,6.3,,161000,3,
42,3444,5.5,,165000,3,
42,3435,4.9,,208000,3,
42,3425,6.8,,165000,3,
42,3423,5.7,,75000,11,
42,3398,5.4,,59000,11,
42,3358,6.7,,81000,11,
42,3342,5.5,,100000,11,
42,3290,5.8,,177000,11,
42,3266,6,,133000,11,
42,3262,5,,138000,11,
42,3257,6.2,,136000,3,
42,3242,5.8,,132000,11,
42,3241,5,,97000,11,
42,3236,6.1,,113000,11,
42,3218,6.6,,94000,11,
42,3182,5.8,,88000,11,
42,3181,6.2,,88000,11,
42,3158,6.1,,145000,11,
42,3158,5.4,,198000,11,
42,3156,5,,95000,11,
42,3116,6.1,,93000,11,
42,3111,5.2,,92000,11,
42,3095,5.5,,100000,11,
42,3085,5.3,,84000,11,
42,3075,6.2,,136000,11,
42,3020,5.7,,92000,11,
42,2984,5.1,,75000,11,
42,2886,5.5,,106000,11,
42,2875,5.6,,73000,11,
42,2790,6.2,,132000,1,
42,2762,5.6,,162000,1,
42,2727,5.3,,209000,1,
42,2703,5.3,,174000,1,
42,2702,5.7,,192000,1,
42,2687,6.3,,110000,1,
42,2678,6.3,,153000,1,
42,2659,5.7,,169000,1,
42,2659,5.4,,104000,1,
42,2658,4.5,,103000,1,
42,2627,5.9,,144000,1,
42,2626,5.1,,76000,1,
42,2599,5.5,,101000,1,
42,2583,5.5,,107000,1,
42,2572,6.9,,117000,1,
42,2570,4.7,,143000,1,
42,2546,6,,202000,1,
42,2480,5.3,,139000,1,
42,2472,4.5,,157000,1,
42,2471,5.1,,103000,1,
42,2453,5.2,,143000,1,
42,2453,4.9,,116000,1,
42,2440,6.6,,229000,5,
42,2433,5.3,,144000,1,
42,2426,6.4,,145000,1,
42,2424,5.7,,166000,1,
42,2250,6.9,,249000,5,
42,2233,5.7,,223000,5,
42,2194,6.7,,215000,5,
42,2049,4.5,,269000,5,
42,2030,6.1,,94000,3,
42,2013,5.4,,126000,3,
42,1999,5.3,,138000,3,
42,1997,4.7,,109000,3,
42,1548,8,,101000,1,
42,1009,6.9,,,1,
43,5375,5.9,,135000,11,4
43,3933,3.5,,176000,1,4
43,3765,8.3,,198000,1,4
43,6907,3.9,,203000,3,5
43,5691,4.3,,203000,11,5
43,6666,6.4,,168000,3,6
43,6358,5.7,,194000,3,6
43,4343,10.6,,174000,1,6
43,1441,4.9,,267000,7,6
43,2320,5.8,0,303000,8,9
43,3898,5.4,,278000,8,10
43,3629,5.5,,166000,8,11
43,8906,5.3,,254000,8,12
43,4169,5.3,,371000,5,12
43,5714,9,,270000,11,13
43,3651,4.8,,192000,8,21
43,907,3.6,0,437000,7,71
43,7500,5.5,0,178000,3,
43,5853,5.5,0,230000,3,
43,5472,4.7,0,130000,11,
43,5367,5.3,0,172000,11,
43,4454,8.1,0,223000,8,
43,4263,5.7,0,189000,1,
43,3711,8.7,0,155000,1,
43,3711,5.6,0,260000,8,
43,7392,4.5,,,3,
43,7331,5.5,,234000,8,
43,7142,6.5,,161000,3,
43,7056,6.4,,175000,3,
43,6893,5.2,,219000,3,
43,6728,6.5,,199000,3,
43,6687,5.2,,174000,3,
43,6652,4.2,,142000,11,
43,6611,4.8,,216000,3,
43,6597,5.9,,263000,3,
43,6425,3.9,,204000,5,
43,6288,5.8,,228000,5,
43,6065,5.8,,171000,11,
43,6055,5.1,,249000,5,
43,5978,4.5,,171000,11,
43,5921,3.8,,179000,11,
43,5916,4.5,,159000,11,
43,5904,5.2,,204000,3,
43,5895,7,,200000,8,
43,5874,4.5,,189000,11,
43,5852,4.3,,193000,11,
43,5751,10.4,,187000,11,
43,5693,10,,204000,11,
43,5689,5.2,,241000,11,
43,5682,4.7,,163000,11,
43,5629,6.7,,254000,5,
43,5586,5.6,,171000,11,
43,5574,4.5,,157000,11,
43,5550,3.7,,167000,11,
43,5487,5,,114000,11,
43,5474,5.4,,200000,8,
43,5469,3.7,,140000,11,
43,5467,6.5,,143000,11,
43,5461,6.4,,167000,11,
43,5438,6.7,,144000,11,
43,5346,4.6,,147000,11,
43,5338,5.6,,138000,11,
43,5336,6.8,,143000,11,
43,5290,3.9,,187000,11,
43,5216,5.5,,160000,11,
43,4995,8.3,,159000,8,
43,4816,4.6,,229000,1,
43,4739,6.9,,139000,8,
43,4733,5.3,,254000,8,
43,4667,7.5,,212000,8,
43,4614,3.8,,179000,1,
43,4603,3.5,,182000,1,
43,4594,7.5,,140000,8,
43,4550,4,,159000,1,
43,4534,4.4,,411000,5,
43,4507,7.2,,196000,1,
43,4493,4.5,,188000,1,
43,4473,4.9,,176000,8,
43,4470,5.1,,176000,1,
43,4456,5.3,,159000,1,
43,4455,3.8,,211000,1,
43,4452,5.6,,166000,8,
43,4387,3.8,,134000,1,
43,4386,5.7,,161000,1,
43,4368,4.5,,147000,1,
43,4368,8.7,,180000,1,
43,4368,4.1,,177000,1,
43,4349,3.2,,185000,1,
43,4289,5.3,,177000,1,
43,4289,3.7,,195000,1,
43,4282,6.1,,183000,1,
43,4241,4.6,,180000,1,
43,4232,3.4,,136000,1,
43,4213,5,,177000,1,
43,4184,3.9,,250000,8,
43,4179,4.5,,179000,1,
43,4155,8.6,,158000,1,
43,4112,4.8,,174000,1,
43,4076,9.8,,163000,1,
43,4073,6.9,,241000,8,
43,4037,9,,141000,8,
43,3946,8,,237000,8,
43,3943,4.3,,212000,8,
43,3886,5.1,,237000,8,
43,3757,4.2,,196000,8,
43,3661,5,,338000,8,
43,3636,4.9,,250000,8,
43,3598,5,,186000,8,
43,3300,4.8,,185000,3,
43,2701,9.1,,,5,
43,2510,5.3,,249000,8,
43,1974,6.5,,283000,8,
43,1834,3.3,,325000,7,
43,1295,4.2,,,3,
43,1272,4.3,,239000,3,
43,1266,5.4,,221000,3,
43,544,9,,430000,7,
44,1864,4.3,,228000,8,2
44,4225,4.7,,70000,11,3
44,3475,4.4,,285000,8,3
44,861,4.9,0,161000,8,5
44,4326,3.5,,72000,11,5
44,3886,5.1,,82000,11,5
44,3386,5,,80000,1,5
44,5485,3.7,,144000,3,6
44,4275,16.8,,85000,11,6
44,4795,7,,184000,3,14
44,5438,4.2,0,249000,8,
44,3586,4.3,0,66000,1,
44,2325,5.3,0,369000,8,
44,4237,4.7,120,78000,11,
44,5334,4.9,300,137000,3,
44,5947,5.2,,130000,3,
44,5852,5.7,,126000,3,
44,5782,3.6,,126000,3,
44,5780,4.8,,149000,3,
44,5748,6.5,,232000,8,
44,5693,3.7,,149000,3,
44,5447,5,,120000,3,
44,5327,4.8,,177000,3,
44,5287,5.3,,103000,3,
44,5258,4.8,,154000,3,
44,4887,5.6,,254000,8,
44,4722,4.8,,176000,3,
44,4713,3.9,,162000,3,
44,4639,5,,180000,3,
44,4622,5.4,,61000,11,
44,4523,5.2,,52000,11,
44,4426,4,,72000,11,
44,4375,4.9,,88000,11,
44,4352,4.6,,75000,11,
44,4311,11.4,,73000,11,
44,4310,5.2,,70000,11,
44,4287,3.7,,85000,11,
44,4268,5.9,,232000,8,
44,4151,7.5,,65000,11,
44,4138,4.7,,101000,11,
44,4133,5.2,,100000,11,
44,4104,5.6,,65000,11,
44,4095,4.6,,64000,11,
44,4094,4.8,,113000,11,
44,4063,8,,132000,11,
44,4007,4.6,,109000,11,
44,4006,4.5,,231000,8,
44,3894,4.3,,308000,8,
44,3838,5.3,,64000,11,
44,3823,6.7,,58000,11,
44,3778,4.6,,59000,11,
44,3747,5.1,,83000,11,
44,3745,5.7,,45000,11,
44,3681,5,,56000,11,
44,3681,3.7,,78000,1,
44,3679,4.5,,78000,1,
44,3651,4.2,,95000,1,
44,3646,5.6,,79000,11,
44,3598,5,,121000,1,
44,3561,3.3,,87000,1,
44,3560,4.4,,89000,1,
44,3559,4.9,,85000,1,
44,3521,5,,118000,1,
44,3496,9.4,,91000,1,
44,3495,4.3,,67000,1,
44,3490,3.8,,85000,1,
44,3479,5.8,,78000,1,
44,3473,4.8,,81000,1,
44,3470,5.7,,91000,1,
44,3456,4.4,,87000,1,
44,3447,5.6,,96000,1,
44,3416,4,,82000,1,
44,3405,5.2,,111000,1,
44,3401,4.4,,67000,1,
44,3368,3.1,,124000,1,
44,3362,4.7,,70000,1,
44,3338,5.2,,98000,1,
44,3257,4.4,,86000,1,
44,3245,4.8,,96000,1,
44,3234,4.8,,75000,1,
44,3200,4.5,,300000,8,
44,3170,5,,74000,1,
44,3116,4.1,,107000,1,
44,3107,2.8,,90000,1,
44,2922,5.3,,304000,8,
44,2784,4.6,,194000,8,
44,2599,18.4,,64000,11,
44,1649,4.7,,267000,8,
44,1168,5,,444000,8,
44,584,4.6,,,5,
44,560,4.9,,148000,8,
45,1032,4.6,0,128000,1,3
45,1513,3.8,,207000,11,5
45,1037,4.9,,282000,1,5
45,1437,3.2,0,256000,11,6
45,1596,3.3,,399000,3,6
45,1381,4.7,,228000,3,6
45,1079,3,,200000,1,6
45,1024,2.6,,274000,5,7
45,1482,4.5,,114000,8,10
45,457,4.1,,123000,8,12
45,990,4.5,,216000,8,45
45,1517,3.5,0,121000,11,
45,1438,4.8,0,291000,3,
45,974,3.2,0,285000,5,
45,737,4.7,0,135000,1,
45,648,5.5,0,130000,8,
45,1906,5,,267000,8,
45,1810,4.5,,200000,8,
45,1739,4.4,,73000,8,
45,1686,3.8,,121000,11,
45,1658,4.2,,73000,8,
45,1655,4.1,,316000,3,
45,1653,4.7,,233000,3,
45,1651,3.2,,150000,11,
45,1651,4.8,,263000,3,
45,1624,3.4,,175000,11,
45,1624,4.1,,253000,3,
45,1620,3.7,,275000,3,
45,1618,3.1,,211000,11,
45,1616,4.3,,175000,11,
45,1616,3.9,,251000,3,
45,1614,6.5,,191000,11,
45,1610,3.4,,132000,11,
45,1609,5.2,,162000,11,
45,1608,4.1,,262000,3,
45,1586,4.5,,112000,11,
45,1586,3.5,,138000,11,
45,1576,3.4,,111000,11,
45,1560,4.3,,127000,11,
45,1559,3.5,,106000,11,
45,1556,3.5,,125000,11,
45,1556,3.7,,140000,11,
45,1553,3.9,,144000,11,
45,1549,3.1,,147000,11,
45,1538,2.9,,185000,11,
45,1503,4,,123000,11,
45,1499,3.4,,128000,11,
45,1488,4.5,,114000,11,
45,1484,3.7,,248000,3,
45,1482,4.4,,307000,3,
45,1469,4.5,,192000,3,
45,1447,4.4,,123000,8,
45,1438,3.5,,358000,3,
45,1435,4.2,,323000,3,
45,1377,3.8,,111000,11,
45,1359,3.8,,135000,11,
45,1336,3.9,,130000,11,
45,1328,2.7,,127000,11,
45,1328,2.8,,190000,11,
45,1247,,,152000,8,
45,1191,4.2,,155000,1,
45,1159,4.4,,278000,1,
45,1146,4,,145000,1,
45,1139,4.9,,325000,1,
45,1137,4.1,,162000,1,
45,1136,3.7,,206000,1,
45,1121,4.7,,139000,1,
45,1116,3.3,,173000,1,
45,1115,3.8,,176000,1,
45,1107,4.3,,303000,1,
45,1106,3.7,,158000,1,
45,1097,6.4,,139000,1,
45,1094,4.6,,203000,1,
45,1092,3.3,,126000,1,
45,1091,4.4,,166000,1,
45,1080,3.9,,268000,1,
45,1076,3.7,,239000,1,
45,1074,3.7,,414000,1,
45,1074,4.7,,125000,1,
45,1072,5.1,,153000,8,
45,1069,4.8,,191000,1,
45,1057,2.7,,201000,1,
45,1055,4.3,,126000,1,
45,1048,4.3,,349000,1,
45,1037,4.3,,223000,1,
45,1034,2.8,,117000,1,
45,1015,4.7,,231000,5,
45,1014,4.2,,271000,5,
45,1006,4.3,,156000,1,
45,987,4.8,,332000,5,
45,884,4.7,,233000,5,
45,857,4.6,,108000,8,
46,1483,6.2,0,173000,8,3
46,6468,4.9,,170000,3,3
46,6191,19.5,,212000,11,3
46,5777,5,,117000,11,3
46,6784,5.4,,148000,3,4
46,6420,5.2,,151000,11,4
46,6181,14.7,,106000,11,4
46,6132,17.8,,110000,11,4
46,5082,6.4,,134000,1,4
46,5051,4.2,,172000,1,4
46,3801,5.5,,217000,8,4
46,3381,5.3,,279000,5,4
46,611,5.8,0,237000,7,5
46,6280,5,,165000,3,5
46,5117,5.4,,134000,1,5
46,4813,19,,144000,1,5
46,4799,6,,165000,8,5
46,4726,3.7,,120000,1,5
46,3702,5.8,,153000,11,5
46,3438,5,,131000,8,6
46,6897,7.5,0,219000,3,
46,5722,5.8,0,146000,11,
46,5479,6.4,0,214000,8,
46,5284,5.8,0,113000,1,
46,4987,3.8,0,161000,1,
46,1131,5.1,0,175000,7,
46,175,5.8,0,182000,11,
46,7262,6.3,,200000,8,
46,6882,10.6,,211000,3,
46,6868,5.6,,195000,3,
46,6660,6,,242000,8,
46,6574,4.5,,140000,3,
46,6574,5,,151000,3,
46,6555,4.7,,151000,3,
46,6525,6.2,,145000,3,
46,6488,5.7,,146000,3,
46,6481,5.6,,148000,3,
46,6447,5.7,,165000,11,
46,6356,5.2,,140000,11,
46,6347,4.7,,126000,11,
46,6328,6,,155000,11,
46,6267,5.2,,168000,11,
46,6235,4.6,,152000,11,
46,6196,7,,132000,11,
46,6123,7.6,,163000,3,
46,6110,5.3,,141000,11,
46,6095,5.5,,128000,11,
46,6056,6.3,,246000,8,
46,6051,12.3,,132000,11,
46,6048,5.2,,163000,11,
46,6037,4.9,,160000,11,
46,6020,4.8,,140000,3,
46,6012,5.5,,178000,3,
46,5958,5.8,,144000,11,
46,5919,5.7,,142000,11,
46,5858,5.4,,132000,11,
46,5857,10.1,,134000,11,
46,5813,10.9,,126000,11,
46,5708,6.3,,148000,1,
46,5698,6.9,,144000,11,
46,5696,5.3,,155000,11,
46,5640,4.8,,133000,11,
46,5597,9.5,,120000,11,
46,5574,5.7,,155000,11,
46,5377,6.3,,131000,1,
46,5217,4.3,,115000,1,
46,5194,4.1,,133000,1,
46,5161,5.7,,125000,1,
46,5143,5,,163000,1,
46,5137,8.1,,162000,1,
46,5091,5.3,,148000,1,
46,5058,5.3,,166000,1,
46,5055,11.5,,137000,1,
46,5030,7.8,,190000,1,
46,5027,6.2,,173000,1,
46,4996,5.2,,147000,1,
46,4990,9.8,,121000,1,
46,4962,11,,135000,1,
46,4934,10.2,,174000,1,
46,4930,4.8,,122000,1,
46,4923,4.3,,146000,1,
46,4919,11.3,,160000,1,
46,4877,6.1,,143000,1,
46,4872,10.7,,173000,1,
46,4757,11,,233000,8,
46,4719,5.3,,134000,1,
46,4651,11.7,,153000,1,
46,4586,5.3,,180000,8,
46,4369,4.7,,214000,8,
46,4183,6.8,,168000,8,
46,4175,9.8,,193000,8,
46,4149,5.9,,256000,8,
46,4022,8.9,,282000,8,
46,3747,5.6,,122000,8,
46,3599,5.3,,216000,5,
46,3515,5,,265000,5,
46,3350,5.1,,275000,5,
46,3299,5.9,,241000,5,
46,3260,6,,269000,5,
46,3133,6,,270000,5,
46,2706,5.9,,155000,8,
46,2656,5.5,,333000,5,
46,2368,6.6,,234000,8,
46,1955,6.2,,215000,8,
46,475,5.1,,143000,3,
46,225,3.4,,,8,
47,1497,4.2,,187000,8,2
47,2032,10,,64000,11,3
47,1478,5.8,,77000,1,3
47,1870,8.3,,71000,11,4
47,1859,4.6,,49000,11,4
47,1252,4.1,,97000,3,4
47,1219,5,,47000,3,4
47,1494,5.2,,98000,5,5
47,1283,5.5,,146000,5,5
47,1127,5.2,0,101000,3,6
47,1017,4.5,0,130000,8,7
47,1498,7.5,,93000,1,7
47,1043,4.7,,57000,5,7
47,663,4.2,,183000,8,9
47,1874,3.7,0,48000,11,
47,1850,4.2,0,65000,11,
47,1633,4.3,0,106000,1,
47,1533,5.9,0,128000,1,
47,1345,5,0,138000,5,
47,1275,3.6,0,70000,3,
47,1097,4.2,0,122000,5,
47,2143,7.4,,64000,11,
47,2015,5.1,,186000,8,
47,2011,4.6,,56000,11,
47,2007,4.8,,50000,11,
47,1986,5.3,,66000,11,
47,1972,7.2,,45000,11,
47,1954,7,,72000,11,
47,1946,6.2,,120000,11,
47,1935,4,,73000,11,
47,1924,6.2,,65000,11,
47,1906,4.3,,51000,11,
47,1889,5.9,,68000,11,
47,1886,6.4,,85000,11,
47,1885,3.8,,80000,11,
47,1879,4.5,,52000,11,
47,1875,8,,61000,11,
47,1872,7.6,,52000,11,
47,1848,4.4,,60000,11,
47,1841,5.8,,61000,11,
47,1840,5,,66000,11,
47,1824,6.8,,61000,11,
47,1809,7.1,,56000,11,
47,1786,7.6,,72000,11,
47,1761,4.1,,306000,8,
47,1751,4.3,,47000,11,
47,1719,6.4,,59000,11,
47,1610,4,,115000,5,
47,1592,3.9,,94000,1,
47,1567,4.5,,135000,1,
47,1560,4,,152000,1,
47,1555,6.3,,101000,1,
47,1554,8.4,,74000,1,
47,1553,5,,111000,9,
47,1538,6.4,,89000,1,
47,1525,4.1,,70000,1,
47,1518,3.2,,122000,1,
47,1507,4.3,,74000,1,
47,1503,4.1,,66000,1,
47,1503,4.6,,117000,1,
47,1500,4.5,,159000,8,
47,1497,4.5,,148000,1,
47,1484,6.3,,90000,1,
47,1483,4.7,,113000,5,
47,1479,3.3,,72000,1,
47,1459,5.9,,117000,1,
47,1459,3.8,,94000,1,
47,1453,5.1,,52000,1,
47,1448,5.2,,129000,1,
47,1444,4.3,,99000,5,
47,1443,5.1,,74000,1,
47,1433,5.7,,103000,1,
47,1429,3.5,,80000,1,
47,1422,4.2,,96000,1,
47,1405,8.3,,106000,1,
47,1401,6.2,,97000,1,
47,1396,6.3,,105000,1,
47,1396,4.7,,82000,1,
47,1396,6.9,,138000,8,
47,1366,5.3,,113000,5,
47,1310,4.8,,59000,3,
47,1302,4.8,,95000,3,
47,1293,4.1,,176000,8,
47,1288,3.8,,66000,3,
47,1281,5.3,,67000,3,
47,1280,5.5,,50000,3,
47,1265,6.3,,216000,8,
47,1256,4.5,,78000,3,
47,1256,3.7,,65000,3,
47,1246,4.5,,64000,3,
47,1243,5.2,,93000,3,
47,1241,4.3,,94000,3,
47,1234,4.2,,74000,3,
47,1230,4.5,,106000,3,
47,1223,4.3,,61000,3,
47,1202,4.2,,66000,3,
47,1199,5.7,,52000,3,
47,1196,4.5,,53000,3,
47,1192,5,,363000,8,
47,1191,4.9,,99000,3,
47,1186,4.9,,82000,3,
47,1178,5.6,,116000,8,
47,1169,5,,62000,3,
47,1160,3.8,,83000,3,
47,1152,4.5,,58000,3,
47,1151,4.7,,744000,8,
47,1149,4.3,,68000,3,
47,1140,4.3,,74000,3,
47,1111,5,,56000,5,
47,1097,4.9,,71000,3,
47,1063,4,,142000,5,
47,1062,3.8,,76000,3,
47,1062,5.1,,62000,5,
47,1052,4.6,,87000,5,
